path_key,scenario_label,weather,scenario_key,hole_size_mm,temperature_degC,pressure_barg,orifice_mm,material_id,Release_rate,Velocity,Release_temperature,Liquid_mass_fraction,Droplet_diameter,Expanded_diameter,Release_duration,Distance_to_LFL,Distance_to_LFL_fraction,Distance_to_UFL,Flash_fire_mass,Flame_length,Flame_emissive_power,Jet_fire_distance_level1,Jet_fire_distance_level2,Jet_fire_distance_level3,Pool_diameter,Explosion_distance_level1,Explosion_distance_level2,Explosion_distance_level3,wind_speed_ms,stability_class,stability_index,case_id,vessel_id,vessel_name,leak_name,material,elevation_m,mass_inventory_kg,mat_critical_pressure_bara,mat_critical_temperature_K,mat_lfl_vol_frac,mat_molecular_weight,mat_normal_boiling_point_K
Study\PV00122,PV00122_L07,Category 1.5/D,PV00122,77.1127,142.54014229367635,2.115587950737089,77.11267685744531,PROPANE,2.75761,400.289,103.41,0.0,0.0,0.0780966,3600.0,,24.0703,,0.442531,18.3743,187.55,28.9588,22.6836,17.8644,,53.3569,26.4831,24.8608,1.5,D,4.0,1217,122,PV00122,PV00122_L07,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L07,Category 1.5/F,PV00122,77.1127,142.54014229367635,2.115587950737089,77.11267685744531,PROPANE,2.75761,400.289,103.41,0.0,0.0,0.0780966,3600.0,,23.5503,,0.487259,18.3743,187.55,28.9588,22.6836,17.8644,,54.4416,26.694,25.0189,1.5,F,6.0,1217,122,PV00122,PV00122_L07,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L07,Category 5/D,PV00122,77.1127,142.54014229367635,2.115587950737089,77.11267685744531,PROPANE,2.75761,400.289,103.41,0.0,0.0,0.0780966,3600.0,,19.4235,,0.336172,19.8784,176.223,29.1371,23.8737,19.6242,,50.4389,25.916,24.4356,5.0,D,4.0,1217,122,PV00122,PV00122_L07,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L08,Category 1.5/D,PV00122,18.4261,142.54014229367635,2.115587950737089,18.426135791511616,PROPANE,0.157453,400.289,103.41,0.0,0.0,0.0186612,3600.0,,,,0.00590736,5.19819,61.8763,5.70689,,,,,,,1.5,D,4.0,1218,122,PV00122,PV00122_L08,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L08,Category 1.5/F,PV00122,18.4261,142.54014229367635,2.115587950737089,18.426135791511616,PROPANE,0.157453,400.289,103.41,0.0,0.0,0.0186612,3600.0,,,,0.00666988,5.19819,61.8763,5.70689,,,,,,,1.5,F,6.0,1218,122,PV00122,PV00122_L08,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L08,Category 5/D,PV00122,18.4261,142.54014229367635,2.115587950737089,18.426135791511616,PROPANE,0.157453,400.289,103.41,0.0,0.0,0.0186612,3600.0,,,,0.00488139,5.24675,60.5062,5.34244,,,,,,,5.0,D,4.0,1218,122,PV00122,PV00122_L08,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L09,Category 1.5/D,PV00122,1.71259,142.54014229367635,2.115587950737089,1.7125890719707195,PROPANE,0.00136015,400.289,103.41,0.0,0.0,0.00173444,3600.0,,,,1.08577e-06,0.638354,4.23856,,,,,,,,1.5,D,4.0,1219,122,PV00122,PV00122_L09,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L09,Category 1.5/F,PV00122,1.71259,142.54014229367635,2.115587950737089,1.7125890719707195,PROPANE,0.00136015,400.289,103.41,0.0,0.0,0.00173444,3600.0,,,,1.60075e-06,0.638354,4.23856,,,,,,,,1.5,F,6.0,1219,122,PV00122,PV00122_L09,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L09,Category 5/D,PV00122,1.71259,142.54014229367635,2.115587950737089,1.7125890719707195,PROPANE,0.00136015,400.289,103.41,0.0,0.0,0.00173444,3600.0,,,,3.27296e-08,0.6383,3.18735,,,,,,,,5.0,D,4.0,1219,122,PV00122,PV00122_L09,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L10,Category 1.5/D,PV00122,113.606,142.54014229367635,2.115587950737089,113.60648363845552,PROPANE,5.98533,400.289,103.41,0.0,0.0,0.115056,3600.0,,43.8376,,1.73152,25.6842,222.477,43.3825,33.4258,26.0519,,92.5025,50.2042,47.6507,1.5,D,4.0,1220,122,PV00122,PV00122_L10,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L10,Category 1.5/F,PV00122,113.606,142.54014229367635,2.115587950737089,113.60648363845552,PROPANE,5.98533,400.289,103.41,0.0,0.0,0.115056,3600.0,,41.2981,,1.88318,25.6842,222.477,43.3825,33.4258,26.0519,,94.0506,50.5051,47.8763,1.5,F,6.0,1220,122,PV00122,PV00122_L10,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00122,PV00122_L10,Category 5/D,PV00122,113.606,142.54014229367635,2.115587950737089,113.60648363845552,PROPANE,5.98533,400.289,103.41,0.0,0.0,0.115056,3600.0,,42.0215,,1.37939,27.9695,209.479,43.5484,35.1803,28.4875,,88.6951,49.4642,47.0959,5.0,D,4.0,1220,122,PV00122,PV00122_L10,PROPANE,1.0,100000.0,42.5,369.8,,44.1,231.1
Study\PV00123,PV00123_L01,Category 1.5/D,PV00123,41.0357,-111.52275662217392,66.58715490404283,41.03570037779892,N-BUTANE,80.5683,142.778,-112.324,1.0,14.3616,0.0317861,1241.18,189.439,463.714,32.9642,903.193,98.5152,265.397,198.83,152.297,123.248,,880.932,541.811,521.339,1.5,D,4.0,1221,123,PV00123,PV00123_L01,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L01,Category 1.5/F,PV00123,41.0357,-111.52275662217392,66.58715490404283,41.03570037779892,N-BUTANE,80.5683,142.778,-112.324,1.0,14.3616,0.0317861,1241.18,180.602,357.639,32.2319,853.744,98.5152,265.397,198.83,152.297,123.248,,762.412,430.155,410.097,1.5,F,6.0,1221,123,PV00123,PV00123_L01,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L01,Category 5/D,PV00123,41.0357,-111.52275662217392,66.58715490404283,41.03570037779892,N-BUTANE,80.5683,142.778,-112.324,1.0,14.3616,0.0317861,1241.18,212.142,350.094,29.956,937.547,71.532,350.0,175.695,128.293,99.4189,,776.327,432.86,412.125,5.0,D,4.0,1221,123,PV00123,PV00123_L01,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L02,Category 1.5/D,PV00123,9.55991,-111.52275662217392,66.58715490404283,9.559911297170936,N-BUTANE,4.37268,142.778,-112.324,1.0,14.3616,0.00740508,3600.0,38.8189,94.9688,,7.15108,28.3473,174.743,53.1104,41.1952,33.5075,,173.923,106.311,102.229,1.5,D,4.0,1222,123,PV00123,PV00123_L02,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L02,Category 1.5/F,PV00123,9.55991,-111.52275662217392,66.58715490404283,9.559911297170936,N-BUTANE,4.37268,142.778,-112.324,1.0,14.3616,0.00740508,3600.0,37.9473,83.3538,,7.70953,28.3473,174.743,53.1104,41.1952,33.5075,,165.978,96.7105,92.5289,1.5,F,6.0,1222,123,PV00123,PV00123_L02,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L02,Category 5/D,PV00123,9.55991,-111.52275662217392,66.58715490404283,9.559911297170936,N-BUTANE,4.37268,142.778,-112.324,1.0,14.3616,0.00740508,3600.0,32.8751,64.3234,,5.07216,20.583,251.505,47.6273,35.0645,27.2981,,134.755,74.5291,70.8933,5.0,D,4.0,1222,123,PV00123,PV00123_L02,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L03,Category 1.5/D,PV00123,138.145,-111.52275662217392,66.58715490404283,138.14479431994764,N-BUTANE,913.081,142.778,-112.324,1.0,14.3616,0.107006,109.519,321.88,526.544,180.579,6785.48,275.032,350.0,577.925,440.502,355.457,76.4935,1126.1,613.631,582.694,1.5,D,4.0,1223,123,PV00123,PV00123_L03,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L03,Category 1.5/F,PV00123,138.145,-111.52275662217392,66.58715490404283,138.14479431994764,N-BUTANE,913.081,142.778,-112.324,1.0,14.3616,0.107006,109.519,378.302,473.659,203.645,14344.6,275.032,350.0,577.925,440.502,355.457,75.4995,1075.82,563.575,532.652,1.5,F,6.0,1223,123,PV00123,PV00123_L03,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L03,Category 5/D,PV00123,138.145,-111.52275662217392,66.58715490404283,138.14479431994764,N-BUTANE,913.081,142.778,-112.324,1.0,14.3616,0.107006,109.519,397.278,701.406,110.858,4556.58,199.701,350.0,473.429,348.942,272.148,75.2857,1359.12,787.769,753.294,5.0,D,4.0,1223,123,PV00123,PV00123_L03,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L04,Category 1.5/D,PV00123,2.69549,-111.52275662217392,66.58715490404283,2.695485135510947,N-BUTANE,0.347628,142.778,-112.324,1.0,14.3616,0.00208791,3600.0,,,,0.0844456,9.4688,124.877,16.7704,13.1445,10.6305,,29.1206,13.7162,12.7863,1.5,D,4.0,1224,123,PV00123,PV00123_L04,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L04,Category 1.5/F,PV00123,2.69549,-111.52275662217392,66.58715490404283,2.695485135510947,N-BUTANE,0.347628,142.778,-112.324,1.0,14.3616,0.00208791,3600.0,,,,0.0945701,9.4688,124.877,16.7704,13.1445,10.6305,,29.8247,13.8531,12.8889,1.5,F,6.0,1224,123,PV00123,PV00123_L04,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L04,Category 5/D,PV00123,2.69549,-111.52275662217392,66.58715490404283,2.695485135510947,N-BUTANE,0.347628,142.778,-112.324,1.0,14.3616,0.00208791,3600.0,,,,0.0536212,6.87531,180.312,14.925,11.1135,8.67591,,,,,5.0,D,4.0,1224,123,PV00123,PV00123_L04,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L05,Category 1.5/D,PV00123,251.31,-111.52275662217392,66.58715490404283,251.3097350713542,N-BUTANE,3021.75,142.778,-112.324,1.0,14.3616,0.194664,33.0934,386.891,479.736,211.183,9873.51,356.941,350.0,743.06,567.931,459.096,161.43,960.279,535.509,516.571,1.5,D,4.0,1225,123,PV00123,PV00123_L05,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L05,Category 1.5/F,PV00123,251.31,-111.52275662217392,66.58715490404283,251.3097350713542,N-BUTANE,3021.75,142.778,-112.324,1.0,14.3616,0.194664,33.0934,455.964,575.545,245.904,11394.7,364.75,350.0,758.715,580.03,468.947,160.445,1442.51,659.013,611.715,1.5,F,6.0,1225,123,PV00123,PV00123_L05,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L05,Category 5/D,PV00123,251.31,-111.52275662217392,66.58715490404283,251.3097350713542,N-BUTANE,3021.75,142.778,-112.324,1.0,14.3616,0.194664,33.0934,257.967,583.774,149.809,2134.53,264.019,350.0,619.24,457.733,357.695,160.591,1040.99,596.966,573.173,5.0,D,4.0,1225,123,PV00123,PV00123_L05,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L06,Category 1.5/D,PV00123,308.104,-111.52275662217392,66.58715490404283,308.1044332789918,N-BUTANE,4541.89,142.778,-112.324,1.0,14.3616,0.238657,22.0173,405.691,500.518,223.974,8647.81,373.174,350.0,775.588,593.074,479.569,175.831,886.741,501.26,482.181,1.5,D,4.0,1226,123,PV00123,PV00123_L06,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L06,Category 1.5/F,PV00123,308.104,-111.52275662217392,66.58715490404283,308.1044332789918,N-BUTANE,4541.89,142.778,-112.324,1.0,14.3616,0.238657,22.0173,475.402,590.911,257.502,10689.3,381.935,350.0,793.118,606.63,490.61,175.106,1431.83,664.994,618.702,1.5,F,6.0,1226,123,PV00123,PV00123_L06,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L06,Category 5/D,PV00123,308.104,-111.52275662217392,66.58715490404283,308.1044332789918,N-BUTANE,4541.89,142.778,-112.324,1.0,14.3616,0.238657,22.0173,274.324,533.129,165.172,1607.67,276.032,350.0,646.277,477.946,373.61,166.179,950.044,561.641,547.07,5.0,D,4.0,1226,123,PV00123,PV00123_L06,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L07,Category 1.5/D,PV00123,1.68634,-111.52275662217392,66.58715490404283,1.6863398131516658,N-BUTANE,0.13606,142.778,-112.324,1.0,14.3616,0.00130623,3600.0,,,,0.0214455,6.28326,111.101,10.9071,8.56873,6.88386,,,,,1.5,D,4.0,1227,123,PV00123,PV00123_L07,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L07,Category 1.5/F,PV00123,1.68634,-111.52275662217392,66.58715490404283,1.6863398131516658,N-BUTANE,0.13606,142.778,-112.324,1.0,14.3616,0.00130623,3600.0,,,,0.0241409,6.28326,111.101,10.9071,8.56873,6.88386,,,,,1.5,F,6.0,1227,123,PV00123,PV00123_L07,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L07,Category 5/D,PV00123,1.68634,-111.52275662217392,66.58715490404283,1.6863398131516658,N-BUTANE,0.13606,142.778,-112.324,1.0,14.3616,0.00130623,3600.0,,,,0.0140595,4.56228,160.581,9.643,7.17441,5.50766,,,,,5.0,D,4.0,1227,123,PV00123,PV00123_L07,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L08,Category 1.5/D,PV00123,75.1111,-111.52275662217392,66.58715490404283,75.11112809272643,N-BUTANE,269.929,142.778,-112.324,1.0,14.3616,0.0581808,370.468,335.082,790.869,77.6201,5362.29,164.462,318.329,342.823,261.29,210.833,,1481.04,867.912,830.899,1.5,D,4.0,1228,123,PV00123,PV00123_L08,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L08,Category 1.5/F,PV00123,75.1111,-111.52275662217392,66.58715490404283,75.11112809272643,N-BUTANE,269.929,142.778,-112.324,1.0,14.3616,0.0581808,370.468,309.188,544.179,74.4464,4836.18,164.462,318.329,342.823,261.29,210.833,,1266.64,673.171,637.344,1.5,F,6.0,1228,123,PV00123,PV00123_L08,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L08,Category 5/D,PV00123,75.1111,-111.52275662217392,66.58715490404283,75.11112809272643,N-BUTANE,269.929,142.778,-112.324,1.0,14.3616,0.0581808,370.468,402.851,670.108,77.6138,6024.13,119.416,350.0,288.346,211.48,164.385,,1462.98,824.121,785.554,5.0,D,4.0,1228,123,PV00123,PV00123_L08,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L09,Category 1.5/D,PV00123,17.0006,-111.52275662217392,66.58715490404283,17.000563823614158,N-BUTANE,13.8282,142.778,-112.324,1.0,14.3616,0.0131686,3600.0,76.566,183.732,,53.2098,46.4635,205.36,89.5672,69.1297,56.1392,,343.48,211.774,203.823,1.5,D,4.0,1229,123,PV00123,PV00123_L09,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L09,Category 1.5/F,PV00123,17.0006,-111.52275662217392,66.58715490404283,17.000563823614158,N-BUTANE,13.8282,142.778,-112.324,1.0,14.3616,0.0131686,3600.0,73.9862,153.646,,53.9477,46.4635,205.36,89.5672,69.1297,56.1392,,314.497,181.971,173.971,1.5,F,6.0,1229,123,PV00123,PV00123_L09,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L09,Category 5/D,PV00123,17.0006,-111.52275662217392,66.58715490404283,17.000563823614158,N-BUTANE,13.8282,142.778,-112.324,1.0,14.3616,0.0131686,3600.0,78.2501,121.646,,46.6437,33.7372,295.058,80.6394,59.0689,45.8629,,276.83,150.481,142.853,5.0,D,4.0,1229,123,PV00123,PV00123_L09,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L10,Category 1.5/D,PV00123,5.41704,-111.52275662217392,66.58715490404283,5.417038299710723,N-BUTANE,1.40399,142.778,-112.324,1.0,14.3616,0.00419602,3600.0,,45.4121,,0.883268,17.362,149.78,31.6792,24.6913,20.0834,,81.671,48.099,46.0724,1.5,D,4.0,1230,123,PV00123,PV00123_L10,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L10,Category 1.5/F,PV00123,5.41704,-111.52275662217392,66.58715490404283,5.417038299710723,N-BUTANE,1.40399,142.778,-112.324,1.0,14.3616,0.00419602,3600.0,,41.8457,,0.991908,17.362,149.78,31.6792,24.6913,20.0834,,83.3961,48.4343,46.3237,1.5,F,6.0,1230,123,PV00123,PV00123_L10,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00123,PV00123_L10,Category 5/D,PV00123,5.41704,-111.52275662217392,66.58715490404283,5.417038299710723,N-BUTANE,1.40399,142.778,-112.324,1.0,14.3616,0.00419602,3600.0,,30.4153,,0.467689,12.6066,215.908,28.3068,20.9506,16.3399,,63.7796,36.5653,34.9224,5.0,D,4.0,1230,123,PV00123,PV00123_L10,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00124,PV00124_L01,Category 1.5/D,PV00124,1.99783,77.4723154059696,1.0483992104529154,1.997826579378133,METHANE,0.000771422,488.009,25.3098,0.0,0.0,0.00175138,3600.0,,,,1.90261e-08,0.502562,2.92845,,,,,,,,1.5,D,4.0,1231,124,PV00124,PV00124_L01,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00124,PV00124_L01,Category 1.5/F,PV00124,1.99783,77.4723154059696,1.0483992104529154,1.997826579378133,METHANE,0.000771422,488.009,25.3098,0.0,0.0,0.00175138,3600.0,,,,1.64461e-08,0.502562,2.92845,,,,,,,,1.5,F,6.0,1231,124,PV00124,PV00124_L01,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00124,PV00124_L01,Category 5/D,PV00124,1.99783,77.4723154059696,1.0483992104529154,1.997826579378133,METHANE,0.000771422,488.009,25.3098,0.0,0.0,0.00175138,3600.0,,,,1.95512e-08,0.502547,2.18324,,,,,,,,5.0,D,4.0,1231,124,PV00124,PV00124_L01,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00124,PV00124_L02,Category 1.5/D,PV00124,142.339,77.4723154059696,1.0483992104529154,142.33918191708088,METHANE,3.91585,488.009,25.3098,0.0,0.0,0.124781,3600.0,,29.1316,,0.682814,21.7611,209.978,35.111,27.5347,21.8082,,69.5417,37.6852,35.7621,1.5,D,4.0,1232,124,PV00124,PV00124_L02,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00124,PV00124_L02,Category 1.5/F,PV00124,142.339,77.4723154059696,1.0483992104529154,142.33918191708088,METHANE,3.91585,488.009,25.3098,0.0,0.0,0.124781,3600.0,,27.0633,,0.752944,21.7611,209.978,35.111,27.5347,21.8082,,70.8246,37.9345,35.949,1.5,F,6.0,1232,124,PV00124,PV00124_L02,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
